simple_name,country,type,average_volume,high_52_weeks,dividend_yield,low_52_weeks,market_cap,pb_ratio,shares_outstanding,sector,industry,num_employees,year_founded
BlackRock,US,1,1103774.5,576.81,2.97578,403.535,71858695313,2.24539,155199000,Finance,Investment Managers,16200,1988
Stock Yards Bank & Trust,US,1,48104,42.6,2.94679,32,789783752,2.03899,22604000,Finance,Regional Banks,615,1988
WisdomTree,US,1,2486119,8.01,2.87081,3.66,630371887,1.77526,155264000,Finance,Investment Managers,208,1988
Tredegar,US,1,93734.9,23.48,2.80538,14.89,569951500,1.43112,33275790,Producer Manufacturing,Miscellaneous Manufacturing,3200,1988
AstroNova,US,1,28100.8,27.9576,2.47788,10.3848,76780197,1.09264,7070000,Electronic Technology,Computer Peripherals,374,1988
Enterprise Financial Services,US,1,82823.8,48.81,1.7813,37.39,1016566040,1.2372,26563000,Finance,Regional Banks,805,1988
Fortune Brands Home & Security,US,1,1652049.5,73.28,1.50777,44.79,8643271484,3.66171,139972000,Producer Manufacturing,Building Products,24700,1988
Power Integrations,US,1,347628.5,111.56,0.82825,64.95,2571282959,3.6241,29538000,Electronic Technology,Semiconductors,699,1988
Turning Point Brands,US,1,225569,57.06,0.7728,20.1,503636800,4.77864,19680673,Consumer Non Durables,Tobacco,520,1988
Cameco,CA,1,2822292.6,12.59,0.70444,8,3423261313,0.884751,395798000,Non-Energy Minerals,Other Metals/Minerals,1897,1988
Flexible Solutions International,CA,1,29283.1,4.74,7.5,1.93,24349640,1.3511,12236000,Process Industries,Chemicals: Major Diversified,36,1989
Taitron Components,US,1,24573.5,7.65,5.57769,2.01,14439056,1.12344,5752612,Distribution Services,Electronics Distributors,17,1989
Foot Locker,US,1,5107178.8,65.04,4.752,30.98,3790493164,1.57049,104565000,Retail Trade,Apparel/Footwear Retail,49331,1989
First Community Bank,US,1,50226.2,35.99,3.65364,25.51,482143800,1.1601,18376991,Finance,Regional Banks,519,1989
NRG Energy,US,1,3468539.5,43.66,3.51185,31.9,8224688477,5.1316,247657000,Utilities,Electric Utilities,4577,1989
Lakeland Bank,US,1,139309.7,17.63,3.30033,14.06,727423706,1.0145,50498000,Finance,Regional Banks,652,1989
Cabot Oil & Gas,US,1,12159804.5,27.645,2.74914,13.06,5552156738,2.69078,398575000,Energy Minerals,Integrated Oil,274,1989
Great Southern Bank,US,1,42760.6,64.48,2.57137,49.56,731731934,1.25072,14261000,Finance,Financial Conglomerates,1182,1989
Garmin,CH,1,1589872.1,105.58,2.43929,74.29,16854824219,3.583,190687000,Electronic Technology,Telecommunications Equipment,15000,1989
Accenture,IE,1,3188861,216.39,1.68821,160.5,1.15E+11,7.9358,635043000,Technology Services,Information Technology Services,492000,1989
Microchip Technology,US,1,3581778.8,112.4703,1.54169,77.66,21417092600,4.06091,239534856,Electronic Technology,Semiconductors,18286,1989
Citrix,US,1,2624856.8,130.55,1.287,90.28,12650611328,16.8908,122358000,Technology Services,Packaged Software,8400,1989
Euronav,BE,1,1612857.9,13.21,1.27253,7.21,1985451772,0.894903,215499432,Transportation,Marine Shipping,2900,1989
ResMed,US,1,716402.3,177.99,0.92444,96.81,23896513100,10.806,144598711,Health Technology,Medical Specialties,7240,1989
Clarus,US,1,100439.6,15.1,0.83963,8.56,344025604,2.12634,29760000,Consumer Durables,Recreational Products,500,1989
Sterling Bank,US,1,75169.7,10.78,0.56338,6.75,349608002,0.98415,49944000,Finance,Savings Banks,352,1989
Millicom,LU,1,64063,63.195,5.77428,40.83,4587411500,1.91908,101159074,Communications,Wireless Telecommunications,21403,1990
Apollo Global Management,US,1,2563985.7,52.67,5.41599,27.69,17752904297,13.9769,426137877,Finance,Investment Managers,1421,1990
Telus,CA,1,1027579,41.81,4.68184,34.955,21912589936,2.79287,607233000,Communications,Major Telecommunications,65600,1990
Xperi,US,1,1551738.1,25.84,4.61894,14.8,852933472,1.56854,49618000,Electronic Technology,Semiconductors,700,1990
Network-1 Technologies,US,1,8489.4,2.78,4.48431,2.0244,55276020,0.992672,24138000,Commercial Services,Miscellaneous Commercial Services,3,1990
Northrim Bank,US,1,28427.5,42.28,3.5031,33,229237061,1.17517,6559000,Finance,Regional Banks,430,1990
BOK Financial,US,1,233900.5,91.06,2.73092,70.74,5109992188,1.0961,70580000,Finance,Regional Banks,5107,1990
Wyndham,US,1,1682937.1,63.66,2.41692,48.53,4734423500,4.08937,93586042,Consumer Services,Hotels Or Resorts Or Cruiselines,14200,1990
Miller Industries,US,1,57973.2,38.18,2.32558,25.91,344964000,1.45663,11400102,Producer Manufacturing,Trucks Or Construction Or Farm Machinery,1240,1990
First Foundation,US,1,98520.8,17.64,1.87542,12.91,646612793,1.17237,44671000,Finance,Regional Banks,485,1990
Merchants Bank,US,1,30699.6,24.79,1.69581,14.64,517282104,1.2281,28706000,Finance,Regional Banks,259,1990
US Physical Therapy,US,1,128205.1,148.48,1.17647,98.53,1331306274,5.78496,12774000,Health Services,Medical/Nursing Services,5400,1990
AGCO,US,1,709433.5,81.39,1.00629,59.07,4563794434,1.68196,75522000,Producer Manufacturing,Trucks/Construction/Farm Machinery,20961,1990
Sirius XM,US,1,36221549.2,7.4,0.81282,5.23,27984404297,-38.8443,4413940000,Consumer Services,Broadcasting,4534,1990
ESCO Technologies,US,1,212523.6,107.1,0.34331,65.69,2362140200,2.5794,25981313,Electronic Technology,Aerospace And Defense,3239,1990
Premier Financial Bancorp,US,1,30200,20.3794,3.53357,14.27,243922485,1.05028,14650000,Finance,Regional Banks,363,1991
FedNat National,US,1,75561.5,18.98,2.81911,11.1801,195173462,0.740179,14967300,Finance,Property/Casualty Insurance,318,1991
Luther Burbank,US,1,51485.6,11.99,2.14953,9.63,584080017,0.975155,56000000,Finance,Savings Banks,278,1991
Unity Bank,US,1,13952.6,24.7,1.812,16.74,186391510,1.19569,10881000,Finance,Regional Banks,207,1991
OpenText,CA,1,577956.9,47.845,1.63483,37.01,11336377733,2.88253,270772000,Technology Services,Packaged Software,13100,1991
Carriage Services,US,1,203165.3,28.5,1.47783,16.58,377019897,1.59976,17826000,Consumer Services,Other Consumer Services,2797,1991
Origin Bank,US,1,42781.8,38.14,1.18514,29.14,710065491,1.2233,23481000,Finance,Regional Banks,761,1991
AquaBounty,US,1,300300.8,5.45,0.3568,1.5166,56240799,1.81652,31955000,Health Technology,Biotechnology,39,1991
Covanta Energy,US,1,1348356.3,18.38,7.07714,13.005,1755904663,4.92295,131430000,Industrial Services,Environmental Services,4000,1992
NetApp,US,1,3255467.7,78.35,4.03616,44.55,10333391602,37.4487,221177000,Electronic Technology,Computer Peripherals,10500,1992
Penske Automotive Group,US,1,308310.3,53.81,3.46228,41.26,3744003174,1.35819,81356000,Retail Trade,Specialty Stores,27000,1992
Wi-LAN,CA,1,17780,1.59,2.82924,1.0095,160210646,0.740505,118817000,Finance,Financial Conglomerates,378,1992
Hawthorn Bancshares,US,1,10733.6,28.62,2.18182,20,135749900,1.22394,6276236,Finance,Regional Banks,301,1992
Graphic Packaging International,US,1,5918555.2,16.95,2.1645,12.06,3925194336,2.56198,290325000,Process Industries,Containers/Packaging,18000,1992
Wintrust Financial,US,1,417856.2,78.25,2.00753,51.52,3018881400,0.8465,57821891,Finance,Regional Banks,5057,1992
AudioCodes,IL,1,419550.6,28.73,1.08932,12.585,666137268,7.33839,29725000,Electronic Technology,Telecommunications Equipment,698,1992
South Plains Financial,US,1,16244.8,22,0.60271,15.82,360680237,1.1127,18007000,Finance,Regional Banks,684,1992
China Yuchai,SG,1,53320,19.95,7.11893,11.56,507456390,0.39253,40858000,Producer Manufacturing,Trucks/Construction/Farm Machinery,8639,1993
New York Community Bank,US,1,7361197.5,13.79,6.07143,9.38,5052020996,0.843035,467347000,Finance,Savings Banks,2786,1993
Compass Minerals,US,1,378864.3,66.14,5.14561,47.51,1884056300,3.58116,33885653,Process Industries,Chemicals Specialty,3131,1993
Atlantic Union Bank,US,1,360614.2,40.2,3.30033,27.785,2355913574,0.964559,79217000,Finance,Regional Banks,1989,1993
Steel Dynamics,US,1,3003731.4,38.165,2.82021,25.025,5737490723,1.43622,215452000,Non-Energy Minerals,Steel,8385,1993
CompX International,US,1,1750.5,17.57,2.53968,13.5,171962250,1.20829,12443000,Producer Manufacturing,Metal Fabrication,547,1993
Texas Roadhouse,US,1,1785564.4,72.49,2.4312,47.52,3902173828,4.48756,69409000,Consumer Services,Restaurants,67900,1993
Albemarle,US,1,2489361.3,99.4,1.82681,58.63,8692960938,2.2733,106206000,Process Industries,Chemicals: Specialty,6000,1993
Hollysys Automation Technologies,CN,1,281865.5,24.1,1.37435,13.59,913577881,0.941837,60342000,Electronic Technology,Electronic Equipment/Instruments,3301,1993
Martin Marietta,US,1,907013.3,281.82,0.92866,190.02,14152138672,2.76268,62199000,Non-Energy Minerals,Construction Materials,8846,1993
Triumph Group,US,1,571827.3,29.38,0.86253,17.16,985134460,-1.741,51849200,Electronic Technology,Aerospace & Defense,10776,1993
Flagstar,US,1,280698.4,40,0.60606,30.62,1865425100,1.0433,56631236,Finance,Financial Conglomerates,3938,1993
QCR,US,1,42689.7,44.76,0.6,31.555,611277400,1.1418,15828098,Finance,Regional Banks,755,1993
Meta Financial,US,1,344781.5,40,0.58875,17.84,1193965942,1.51632,36346000,Finance,Savings Banks,1186,1993
NVIDIA,US,1,22855646.9,316.32,0.23152,132.6,1.65E+11,13.8623,612000000,Electronic Technology,Semiconductors,13775,1993
Vermillion Energy,CA,1,2398829.3,27.48,19.4388,9.42,1559278432,0.87017,155505000,Energy Minerals,Oil & Gas Production,698,1994
PPL,US,1,9028118.4,36.83,5.21848,28.55,23042085938,1.87866,767814000,Utilities,Electric Utilities,12280,1994
Flushing Bank,US,1,109055,23.4,4.41873,17.78,511194092,0.923399,28157200,Finance,Regional Banks,456,1994
Ituran,IL,1,48493,37.85,4.03568,20.389,467169300,3.1067,20920135,Electronic Technology,Telecommunications Equipment,3172,1994
PC-Tel,US,1,103010,9.65,3.16092,4.36,130445648,1.77912,18582000,Communications,Specialty Telecommunications,454,1994
C&F Financial,US,1,9310.5,57.61,3.13725,42.16,169005524,1.02657,3714410,Finance,Regional Banks,643,1994
IBERIABANK,US,1,639057.1,81.86,2.83822,59.04,3145950439,0.817473,52267000,Finance,Savings Banks,3438,1994
First Community,US,1,9199.2,22,2.48705,17.08,144410400,1.19467,7440000,Finance,Regional Banks,226,1994
Canterbury Park,US,1,11919.1,14.9851,2.42424,10,48886700,0.9986,4619421,Consumer Services,Casinos Or Gaming,854,1994
Capital One,US,1,3806722.3,107.59,1.74921,78.4547,40345675781,0.6801,457123000,Finance,Major Banks,51900,1994
Cognizant,US,1,5399453,74.845,1.43486,56.73,33428453125,3.04925,548637000,Technology Services,Information Technology Services,292500,1994
Expedia,US,1,4347535.6,144,1.40598,93.01,13805727722,3.47709,139989452,Consumer Services,Other Consumer Services,25400,1994
Crescent Point Energy,CA,1,2908754.1,4.84,1.10094,2.46,1482541415,0.311893,545230000,Energy Minerals,Oil & Gas Production,1004,1994
Pan American Silver,CA,1,5112656,26.2,0.95034,10.26,4152706973,1.79256,209800000,Non-Energy Minerals,Precious Metals,4530,1994
Wingstop,US,1,666261.9,107.43,0.51887,63.85,2487643555,-11.5127,29457000,Consumer Services,Restaurants,784,1994
John Bean Technologies,US,1,191847,127.97,0.39976,85.39,3067265625,5.56377,31667000,Producer Manufacturing,Industrial Machinery,6400,1994
Universal Display,US,1,1297766.6,230.32,0.37672,142.5,7492981934,9.32061,47188000,Electronic Technology,Electronic Components,309,1994
Mind CTI,IL,1,65386.8,2.64,10.5263,2.09,45770336,2.33888,19814000,Commercial Services,Miscellaneous Commercial Services,221,1995
Schweitzer-Mauduit,US,1,428962.9,46.645,5.0823,29.71,1041846802,1.86139,30897000,Process Industries,Pulp & Paper,3500,1995
Nordic American Tankers,BM,1,3110451.3,5.28,4.08805,1.66,459197784,0.786319,142608000,Transportation,Marine Shipping,20,1995
OGE Energy,US,1,2228444,46.43,3.92604,37.16,7626743652,1.90843,200177000,Utilities,Electric Utilities,2425,1995
DTE Energy,US,1,2079199.4,135.67,3.47222,110.2,21466882813,1.92077,192235000,Utilities,Electric Utilities,10700,1995
Banner,US,1,249839.1,62.08,3.45336,44.98,1633509914,1.06514,35791192,Finance,Regional Banks,2198,1995
First Defiance Financial,US,1,223067.4,32.39,3.41748,23.16,899227966,1.19213,37601000,Finance,Savings Banks,696,1995
Evercore,US,1,920116.3,98.9,3.40926,64.39,2707513653,3.06528,40641100,Finance,Investment Banks/Brokers,1900,1995
Credicorp,PE,1,363339.3,252.49,3.32143,175.04,14458363281,1.90782,79761500,Finance,Regional Banks,34024,1995
Dime,US,1,136621.1,22.5,3.13725,16.55,589894897,1.05153,35154600,Finance,Savings Banks,443,1995
STRATTEC SECURITY,US,1,6453.1,31.2185,2.70924,18.51,79876198,0.473831,3820000,Producer Manufacturing,Auto Parts: OEM,4209,1995
Tompkins Financial,US,1,46125.9,93.66,2.51969,72.73,1190531006,1.85782,14979000,Finance,Regional Banks,1035,1995
Western Alliance Bank,US,1,911318.8,58.94,2.10571,38.55,4720205078,1.66755,102524000,Finance,Regional Banks,1835,1995
j2 Global,US,1,436260.3,104.57,1.93897,79.33,4255590820,3.92363,48730000,Technology Services,Internet Software/Services,3090,1995
American River Bank,US,1,3651.8,16.429,1.92572,11.068,84390700,1.0345,5898878,Finance,Regional Banks,102,1995
eBay,US,1,15813429.9,42,1.77976,33.53,27576238281,9.97357,796081000,Consumer Services,Other Consumer Services,13300,1995
Group 1 Automotive,US,1,302917,110.11,1.43472,59.77,1566046143,1.24079,18374400,Retail Trade,Specialty Stores,15296,1995
Yamana Gold,CA,1,34487436.6,4.94,1.25628,1.78,3703709749,0.903835,950607000,Non-Energy Minerals,Precious Metals,11440,1995
Marvell,BM,1,13105982.7,28.855,1.0929,18.08,14285910156,2.05415,670700000,Electronic Technology,Semiconductors,5275,1995
Tupperware,US,1,5382970.9,29.46,14.2857,2.36,139362137,-0.6383,48899000,Producer Manufacturing,Miscellaneous Manufacturing,12000,1996
Advanced Emissions Solutions,US,1,281615.6,15.34,10.4767,7.32,165256226,1.6541,18589000,Producer Manufacturing,Industrial Machinery,128,1996
Entravision,US,1,202275.4,4.04,10.101,1.84,162334700,0.5677,84549327,Consumer Services,Broadcasting,1156,1996
Asia Pacific Wire & Cable,TW,1,8497.6,2.4,4.46927,1.21,17870642,0.116242,13820000,Electronic Technology,Telecommunications Equipment,1326,1996
PetMed Express,US,1,577495.9,29.17,4.1049,15,532382385,4.15476,20166000,Retail Trade,Drugstore Chains,199,1996
Juniper Networks,US,1,4915156.6,28.769,3.65631,20.705,7202183300,1.5875,335900000,Technology Services,Information Technology Services,9419,1996
FirstEnergy,US,1,5512954.7,52.515,3.2967,39.27,24077994141,3.66791,540714000,Utilities,Electric Utilities,12316,1996
TransAct Technologies,US,1,15127.7,13.5936,3.27273,8.4,74550598,2.61418,7470000,Electronic Technology,Computer Peripherals,126,1996
Sempra Energy,US,1,2363926.9,161.87,2.9389,120.06,39403414063,2.4305,281896000,Utilities,Gas Distributors,16823,1996
Alliance Data,US,1,1132500.6,182.95,2.92785,77.42,3955306885,2.57944,46056200,Technology Services,Data Processing Services,8500,1996
Shore Bancshares,US,1,23728.5,17.9,2.83871,14.46,185500000,1.00492,12500000,Finance,Regional Banks,292,1996
Enterprise Bank,US,1,12438.8,34.75,2.55474,26.75,324832733,1.09228,11825000,Finance,Regional Banks,508,1996
Community West,US,1,7072.5,11.86,2.02765,9.54,91921204,1.12129,8472000,Finance,Regional Banks,139,1996
Nexstar Media Group,US,1,937319,133.25,1.94141,89.55,5305062500,2.73662,46139000,Consumer Services,Broadcasting,16193,1996
Republic Services,US,1,1755615.4,100.91,1.72194,76.13,28798626953,3.6945,319063000,Industrial Services,Environmental Services,36000,1996
SB One Bancorp,US,1,18969.9,25.235,1.55393,20.4843,205127350,1.02771,9358000,Finance,Regional Banks,237,1996
Core Molding Technologies,US,1,6966.9,8.5,1.40647,2.7,23814720,0.248957,8269000,Producer Manufacturing,Industrial Machinery,2190,1996
Greenhill & Co,US,1,219037.1,24.59,1.36147,12.25,278961945,5.4893,19080800,Finance,Investment Banks/Brokers,405,1996
First Bancshares (Mississippi),US,1,58210.3,35.88,1.29955,28.07,567474500,1.06452,18802266,Finance,Major Banks,600,1996
Elbit Systems,IL,1,21588.6,167.75,1.17868,125.26,6577388138,2.9541,42753179,Electronic Technology,Aerospace & Defense,16149,1996
County Bancorp,US,1,23900,27.98,1.12045,16.24,165925766,0.979757,6734000,Finance,Regional Banks,166,1996
Simulations Plus,US,1,176014.4,41.95,0.7371,19.74,574456116,14.6433,17643000,Technology Services,Packaged Software,111,1996
GlobalSCAPE,US,1,151608.8,14.25,0.69767,5.75,165095261,8.12233,18825000,Technology Services,Packaged Software,92,1996
Tradeweb Markets,US,1,1216966.6,53.3499,0.63669,33.68,10821013672,2.42987,167145892,Technology Services,Internet Software/Services,919,1996
Hudbay Minerals,CA,1,2266527,7.83,0.60343,2.25,636465476,0.353429,261272000,Non-Energy Minerals,Other Metals/Minerals,2180,1996
JUST ENERGY,CA,1,902738.5,4.42,16.1101,0.76,144552697,-0.4322,151594000,Utilities,Electric Utilities,1581,1997
Kinder Morgan,US,1,21090717.7,22.58,4.94071,18.4,44961441000,1.35861,2264936054,Industrial Services,Oil And Gas Pipelines,11086,1997
Mercantile Bank,US,1,46290.7,37.3168,3.71107,28.392,471233246,1.19001,16425000,Finance,Regional Banks,683,1997
Pacific Premier,US,1,517224.4,34.9,3.70645,24.73,1537608276,0.797713,59528000,Finance,Regional Banks,1030,1997
BK Technologies,US,1,7505.7,4.4665,3.36134,2.1608,28925817,1.20556,12659000,Electronic Technology,Telecommunications Equipment,119,1997
Timberland,US,1,16349,31.5,3.34308,22.78,194509506,1.13707,8366000,Finance,Savings Banks,298,1997
Heritage Financial,US,1,183591.8,33.13,3.29489,22.84,849194641,1.09859,36619000,Finance,Regional Banks,884,1997
Macatawa Bank,US,1,83889.8,11.42,3.24544,9.32,328743317,1.54625,34102000,Finance,Regional Banks,325,1997
Brookline Bank,US,1,340151.2,16.96,3.16151,13.56,1105272583,1.23363,79688000,Finance,Savings Banks,811,1997
Riverview Bancorp,US,1,58106.8,8.7,2.97619,6.35,146724594,1.0126,22748000,Finance,Savings Banks,250,1997
EagleBank,US,1,260948.2,59.44,2.21551,36.9,1235832886,1.13067,33026000,Finance,Regional Banks,492,1997
Guaranty Federal Bancshares,US,1,3384.5,26.93,2.14286,21.89,101700546,1.20833,4313000,Finance,Financial Conglomerates,226,1997
KLA,US,1,2538736.5,184.5,2.14187,101.34,24097425781,9.326,156772000,Electronic Technology,Electronic Production Equipment,10020,1997
Yum!,US,1,2628349.4,119.72,2.03177,87.56,26848363281,-3.4173,300822000,Consumer Services,Restaurants,34000,1997
Opportunity Bank of Montana,US,1,35507.7,22.98,1.97917,15.531,132220398,1.01367,6819000,Finance,Regional Banks,249,1997
Pioneer Natural Resources,US,1,2502640.4,178.22,1.76963,114.79,20346486328,1.69822,165715000,Energy Minerals,Oil & Gas Production,2323,1997
Sonic Automotive,US,1,650428.5,35.41,1.45507,13.6975,1191736450,1.25509,42561975,Retail Trade,Specialty Stores,9300,1997
Monolithic Power Systems,US,1,410802.8,193.1,1.21862,114.84,6919242188,9.25448,43616000,Electronic Technology,Semiconductors,2002,1997
Brookfield Asset Management,CA,1,2452391.3,68.41,1.1611,45.12,60230819106,2.091,1007235120,Finance,Investment Managers,101700,1997
Carolina Financial,US,1,102326.8,43.85,1.10145,31.54,804459656,1.2349,24829000,Finance,Regional Banks,880,1997
Peapack-Gladstone,US,1,74809.5,31.72,0.69228,24.95,519546143,1.08566,18927000,Finance,Regional Banks,409,1997
Quanta,US,1,2355005,44.09,0.51507,32.11,5425670410,1.36481,142330183,Industrial Services,Engineering & Construction,40300,1997
Newtek,US,1,365988.9,23.99,11.436,18.22,375711334,1.24239,19816000,Commercial Services,Miscellaneous Commercial Services,175,1998
Peyto,CA,1,130132.5,5.89,10.8054,1.565,270214755,0.21561,164874000,Energy Minerals,Oil & Gas Production,53,1998
UBS,CH,1,5495651.8,13.55,6.48313,10.12,42260435822,0.74664,3616038704,Finance,Major Banks,68601,1998
Umpqua,US,1,2215712.3,18.94,5.21092,14.91,3389324463,0.822941,220229000,Finance,Regional Banks,3943,1998
LCNB,US,1,19915.5,19.94,4.4226,15.32,204792709,0.923537,12937000,Finance,Regional Banks,325,1998
Emera,CA,1,3679.7,46.35,4.29865,34,10221966677,1.78778,242600000,Utilities,Electric Utilities,7523,1998
Home BancShares,US,1,836348.5,21.0398,2.99281,16.38,2783266113,1.1155,166066000,Finance,Regional Banks,1920,1998
Towne Bank,US,1,146884.2,29.02,2.95082,22.68,1675308960,1.08039,72650000,Finance,Regional Banks,2446,1998
East West Bank,US,1,1934792.3,55.35,2.72075,37.02,5641551758,1.17339,145626000,Finance,Regional Banks,3300,1998
RGC Resources,US,1,55953.2,31.98,2.34035,24.95,222674423,2.80238,8112000,Utilities,Gas Distributors,107,1998
People's Utah Bancorp,US,1,27489.4,31.34,2.05047,23.28,452313904,1.43986,18870000,Finance,Regional Banks,459,1998
Pingtan Marine Enterprise,CN,1,30408.9,2.94,1.76211,1,97237656,0.767383,79055053,Miscellaneous,Miscellaneous,876,1998
Hilltop Holdings,US,1,647448.7,26.28,1.65365,16.71,1891343262,0.938286,90799000,Finance,Regional Banks,4950,1998
Greene County Bancorp,US,1,4299.1,31.999,1.57255,26.04,230898804,1.98139,8536000,Finance,Savings Banks,172,1998
Innospec,US,1,204306.8,107.845,1.16854,78,2120835693,2.37468,24507000,Process Industries,Chemicals: Specialty,2000,1998
Gold Resource,US,1,1469839,6.24,0.92806,2.73,306124700,1.9351,65691527,Non Energy Minerals,Precious Metals,47,1998
Red River Bancshares,US,1,8051,59,0.46154,42.35,379765900,1.50824,7306000,Finance,Regional Banks,320,1998
Spark Energy,US,1,124563.8,11.71,8.05556,8.31,301140808,3.85385,14380000,Utilities,Electric Utilities,176,1999
Pacific Western Bank,US,1,1395186.9,41.46,7.33272,30.48,3789890137,0.781264,119782000,Finance,Regional Banks,1835,1999
Manulife Financial,CA,1,4689386.3,21.23,4.91315,16.06,32686612881,0.9314,1944900000,Finance,Life/Health Insurance,35000,1999
GAIN Capital,US,1,2718228.1,7.4,4.04722,3.3,220837006,0.876695,37430000,Finance,Investment Banks/Brokers,638,1999
Exelon,US,1,8524617.3,51.18,3.36782,42.32,42002937500,1.37895,974320000,Utilities,Electric Utilities,32713,1999
Cogent Communications,US,1,363113,84.55,3.18383,48.04,3419204590,-18.6875,46832000,Communications,Specialty Telecommunications,1051,1999
CenterState Bank,US,1,897009.7,26.79,2.63405,19.99,2517218750,0.918691,124430000,Finance,Regional Banks,2756,1999
Hyster-Yale Materials Handling,US,1,107506.6,68.57,2.60834,43.26,803239868,1.49093,12810000,Producer Manufacturing,Trucks/Construction/Farm Machinery,7900,1999
Everest Reinsurance,BM,1,446754.3,294.31,2.40161,210.13,10113255859,1.17081,40799000,Finance,Property/Casualty Insurance,1603,1999
MutualFirst Financial,US,1,12020.9,40.61,2.27208,27.3617,288367981,1.33629,8608000,Finance,Regional Banks,528,1999
1st Constitution Bank,US,1,10818.9,22.9053,1.93653,16.47,186717438,1.11071,10192000,Finance,Regional Banks,194,1999
Cabot Microelectronics,US,1,245847,169.13,1.15583,97.23,4070736328,4.12138,29227000,Electronic Technology,Semiconductors,2047,1999
Agilent,US,1,3319453.7,90.64,0.87837,65.35,23950890625,5.24148,310768000,Health Technology,Biotechnology,16300,1999
GameStop,US,1,3612091.6,12.1,31.2329,3.15,237320206,0.421418,65922300,Retail Trade,Specialty Stores,16000,2000
Hanmi Bank,US,1,193650.6,24.09,5.87515,15.14,480474152,0.914585,30799600,Finance,Regional Banks,633,2000
Hope Bancorp,US,1,946376.2,15.51,4.38871,11.98,1523807700,0.7573,125756543,Finance,Major Banks,1441,2000
Berkshire Hills,US,1,274498.2,33.72,3.79147,23.21,1210369873,0.730819,49585000,Finance,Regional Banks,1550,2000
Sierra Bancorp,US,1,35584.7,30.15,3.22841,22.675,364088684,1.2246,15285000,Finance,Regional Banks,556,2000
Polyone,US,1,1333685,37.33,3.22581,23.3,2284900879,1.83569,92281900,Process Industries,Chemicals: Specialty,5600,2000
Energizer,US,1,1126172.8,53.84,2.59796,32.54,2984924805,5.44657,69433000,Consumer Non-Durables,Household/Personal Care,7500,2000
TE Connectivity,CH,1,2184188.4,101,2.15583,78.83,27690347656,2.70376,334142000,Electronic Technology,Electronic Components,78000,2000
Signature Bank,US,1,479890.1,148.64,1.70277,111.91,7069342100,1.47605,53519644,Finance,Regional Banks,1472,2000
Intercontinental Exchange,US,1,4432390.8,101.93,1.2848,71.9,49378812500,2.99876,553450000,Finance,Investment Banks/Brokers,5989,2000
Pinnacle Financial,US,1,661554.4,65,1.16174,50.51,4081271484,0.967546,77531700,Finance,Regional Banks,2487,2000
Enersys,US,1,292641.4,78.9698,1.09598,53.56,2649389600,1.9681,42298716,Producer Manufacturing,Electrical Products,11000,2000
Switch,US,1,1866888.4,17.828,0.78662,7.949,3453288818,6.46915,89768100,Technology Services,Information Technology Services,731,2000
Gladstone Capital,US,1,449439.2,10.6907,9.08108,8.5,283171700,1.1255,31050954,Finance,Investment Managers,70,2001
Delek,US,1,2384053.6,44.08,5.74209,18.15,1587148682,0.906087,74235200,Energy Minerals,Oil Refining/Marketing,3814,2001
United Security Bank,US,1,21732.3,11.45,4.99432,8.3,146994843,1.28927,16974000,Finance,Regional Banks,119,2001
Golar LNG,BM,1,2231895.7,22.66,3.90117,9.3,1272529541,0.862924,99300000,Transportation,Marine Shipping,900,2001
Marine Products,US,1,20035.6,18.4299,3.7123,12.1107,427229370,5.67187,33961000,Consumer Durables,Recreational Products,673,2001
Landmark Bank,US,1,4568.6,26,3.4617,21.7151,104811600,0.978259,4597000,Finance,Major Banks,291,2001
MGE Energy,US,1,106469,83.26,1.89695,63.31,2473214844,3.01151,34668000,Utilities,Electric Utilities,731,2001
Acuity Brands,US,1,489710.9,147.44,0.50687,96.1805,3954472200,2.04024,39522000,Producer Manufacturing,Electrical Products,12000,2001
Global Payments,US,1,2692734.7,209.62,0.40543,128.12,55122382813,2.07355,299627000,Technology Services,Data Processing Services,24000,2001
Wynn Resorts,US,1,4169683.8,153.41,3.70576,101.57,11592193359,6.64863,107355000,Consumer Services,Casinos/Gaming,30200,2002
Axis Capital Holders,BM,1,698549.7,67.51,2.79482,54.47,4711778809,1.02808,83959000,Finance,Multi-Line Insurance,1667,2002
Cimarex Energy,US,1,6373945.1,75.49,2.68949,29.18,3175408200,0.934575,102144577,Energy Minerals,Oil And Gas Production,987,2002
Independent Bank Group,US,1,499518.7,63.16,2.08943,45,1988155518,0.894204,42950000,Finance,Regional Banks,1469,2002
EnPro,US,1,133771.4,75.73,1.85947,51.14,1121296875,1.31435,20784000,Producer Manufacturing,Industrial Machinery,5900,2002
GeoPark,CL,1,219922,22.62,0.99339,14.01,990232910,7.50997,59437800,Energy Minerals,Oil & Gas Production,457,2002
Hercules Capital,US,1,1736261.5,16.4,9.09091,11.94,1459273193,1.33417,110551000,Finance,Investment Managers,77,2003
Evolution Petroleum,US,1,186301,7.4,7.82779,4.58,162525900,2.1144,33106988,Energy Minerals,Oil And Gas Production,4,2003
Kosmos Energy,US,1,12802882.4,7.55,6.21306,2.54,1235548828,1.38815,405098000,Energy Minerals,Oil & Gas Production,360,2003
BCB Community Bank,US,1,38477.3,14.96,4.64345,11.05,198640839,0.98507,17516800,Finance,Regional Banks,365,2003
Provident Bank of New Jersey,US,1,277208.2,27.59,4.3956,19.69,1314444214,0.998863,65788000,Finance,Savings Banks,968,2003
